(0,0)
(0,1)
(0,2)
(0,3)
(0,4)
(1,4)
(2,4)
(3,4)
(4,4)
(4,5)
(4,6)
(3,6)
(2,6)
(1,6)
(1,7)
(1,8)
(2,8)
(3,8)
(4,8)
(5,8)
(5,7)
(5,6)
(6,6)
(7,6)
(8,6)
(8,5)
(8,4)
(8,3)
(7,3)
(6,3)
(5,3)
(5,2)
(5,1)
(6,1)
(7,1)
(8,1)
(9,1)
(9,2)
(9,3)
(9,4)
(10,4)
(11,4)
(11,5)
(11,6)
(10,6)
(9,6)
(9,7)
(9,8)
(10,8)
(11,8)
(12,8)
(12,7)
(12,6)
(12,5)
(12,4)
(12,3)
(11,3)
(10,3)
(10,2)
(10,1)
